acmsymposiumonappliedcomputing	5772
internationalconferenceonsoftwareengineering	5759
ieeetransactionsonimageprocessing	5751
arxiv:informationtheory	5608
ieeetransactionsonautomaticcontrol	5559
proceedingsofspie	5526
geneticandevolutionarycomputationconference	5515
wirelesspersonalcommunications	5514
ieeetransactionsoninstrumentationandmeasurement	5511
informationprocessingletters	5468
signalprocessing	5456
nucleicacidsresearch	5339
discreteappliedmathematics	5338
internationalworldwidewebconferences	5303
design,automation,andtestineurope	5267
ieicetransactionsoncommunications	5229
ieeejournalonselectedareasincommunications	5199
patternrecognitionletters	5084
fuzzysystemsandknowledgediscovery	4976
ieeetransactionsonpatternanalysisandmachineintelligence	4965
ieeetransactionsonbiomedicalengineering	4911
journalofcombinatorialtheory	4846
knowledgediscoveryanddatamining	4839
internationalconferenceonmanagementofdata	4826
internationalconferenceoninformationsystems	4783
cognitivescience	4771
ieeeinternationalconferenceonfuzzysystems	4769
meetingoftheassociationforcomputationallinguistics	4740
internationalsymposiumonbiomedicalimaging	4705
journalofcomputationalchemistry	4658
internationalconferenceoftheieeeengineeringinmedicineandbiologysociety	4609
internationalconferenceonparallelprocessing	4599
ieicetransactionsonfundamentalsofelectronics,communicationsandcomputersciences	4557
microelectronicsreliability	4523
parallelcomputing	4515
internationalconferenceonhumancomputerinteraction	4509
roboticsandbiomimetics	4484
conferenceoninformationandknowledgemanagement	4483
advancedinformationnetworkingandapplications	4477
internationalconferenceondataengineering	4470
ieicetransactionsoninformationandsystems	4464
computercommunications	4456
verylargedatabases	4440
languageresourcesandevaluation	4437
computers&mathematicswithapplications	4417
internationalconferenceoncomputervision	4412
ubiquitouscomputing	4376
acmmultimedia	4370
internationalconferenceoncomputationallinguistics	4351
ieeetransactionsoncomputer-aideddesignofintegratedcircuitsandsystems	4330
internationalconferenceondatamining	4319
scientometrics	4282
computers&operationsresearch	4275
electronicnotesintheoreticalcomputerscience	4274
ploscomputationalbiology	4255
internationalconferenceoncomputationalscienceanditsapplications	4253
operationsresearch	4209
multimediatoolsandapplications	4192
internationalacmsigirconferenceonresearchanddevelopmentininformationretrieval	4104
computersoftwareandapplicationsconference	4067
ieeetransactionsonneuralnetworks	4061
databaseandexpertsystemsapplications	4017
internationalconferenceonmachinelearning	3963
fuzzysetsandsystems	3951
arxiv:computervisionandpatternrecognition	3920
ieeetransactionsonverylargescaleintegrationsystems	3905
ieeecomputer	3822
internationalconferenceonenterpriseinformationsystems	3780
computersinhumanbehavior	3680
internationalconferenceoncomputeraideddesign	3610
computernetworks	3588
ieeesignalprocessingletters	3581
internationaltestconference	3564
europeanconferenceoninformationsystems	3552
internationalconferenceondistributedcomputingsystems	3550
ieeetransactionsonparallelanddistributedsystems	3532
computationalstatistics&dataanalysis	3484
journalofcomputationalandappliedmathematics	3432
europeanconferenceoncomputervision	3406
internationalconferenceonneuralinformationprocessing	3388
computers&chemicalengineering	3377
medicalimagecomputingandcomputerassistedintervention	3370
remotesensing	3343
internationalconferenceonintelligentcomputing	3315
ieeetransactionsoncircuitsandsystemsi-regularpapers	3313
journalofsystemsandsoftware	3309
adaptiveagentsandmulti-agentssystems	3284
ieeetransactionsonmedicalimaging	3269
mathematicalprogramming	3251
eurasipjournalonadvancesinsignalprocessing	3200
internationalconferenceonadvancedlearningtechnologies	3177
procediacomputerscience	3162
ieeetransactionsoncircuitsandsystemsforvideotechnology	3153
journalofsymboliclogic	3151
internationaljournalofbifurcationandchaos	3115
ieeegeoscienceandremotesensingletters	3110
ieeetransactionsonconsumerelectronics	3109
europeanjournalofcombinatorics	3086
emergingtechnologiesandfactoryautomation	3068
ieeetransactionsonknowledgeanddataengineering	3046
asiaandsouthpacificdesignautomationconference	3017
computergraphicsforum	3016
internationalsymposiumoncomputersandcommunications	3013
formalmethods	3012
journalofchemicalinformationandmodeling	3011
europeanconferenceonparallelprocessing	2995
journaloftheassociationforinformationscienceandtechnology	2984
internationalconferenceonartificialneuralnetworks	2958
ieeeinternationalconferenceoncloudcomputingtechnologyandscience	2940
ieeetransactionsonsoftwareengineering	2891
siamjournalonscientificcomputing	2887
ieicetransactionsonelectronics	2872
annalsofoperationsresearch	2866
symposiumondiscretealgorithms	2858
computerphysicscommunications	2834
internationaljournalofsystemsscience	2830
ieiceelectronicsexpress	2788
decisionsupportsystems	2768
neuralnetworks	2761
concurrencyandcomputation:practiceandexperience	2724
knowledgebasedsystems	2718
computers&industrialengineering	2701
foundationsofcomputerscience	2700
internationalconferenceondocumentanalysisandrecognition	2700
ieeetransactionsoncontrolsystemsandtechnology	2697
internationalconferenceonhuman-computerinteraction	2697
europeanconferenceonartificialintelligence	2688
northamericanchapteroftheassociationforcomputationallinguistics	2679
acmspecialinterestgroupondatacommunication	2675
localcomputernetworks	2674
ieeetransactionsonvisualizationandcomputergraphics	2668
journalofparallelanddistributedcomputing	2665
futuregenerationcomputersystems	2635
symposiumonthetheoryofcomputing	2629
computerandinformationtechnology	2617
internationalconferenceoncontrol,automation,roboticsandvision	2607
appliedmathematicsletters	2606
eurasipjournalonwirelesscommunicationsandnetworking	2587
reliabilityengineering&systemsafety	2578
internationaljournalofdistributedsensornetworks	2577
computationalintelligenceandsecurity	2574
internationalconferenceontoolswithartificialintelligence	2569
ietcommunications	2555
conferenceoncomputersupportedcooperativework	2552
microelectronicsjournal	2552
arxiv:learning	2546
computersineducation	2543
ieeetransactionsoncircuitsandsystemsii-expressbriefs	2540
software-practiceandexperience	2530
signalprocessingsystems	2510
ieee\/acmtransactionsonnetworking	2508
industrialandengineeringapplicationsofartificialintelligenceandexpertsystems	2503
fundamentainformaticae	2502
britishmachinevisionconference	2498
mathematicalandcomputermodelling	2487
journalofgraphtheory	2482
internationalconferenceonacousticsspeechandsignalprocessing	2476
systemsandcomputersinjapan	2452
synthese	2447
environmentalmodellingandsoftware	2446
neuralcomputation	2430
neuralcomputingandapplications	2426
internationalsymposiumonmicroarchitecture	2421
electroniccolloquiumoncomputationalcomplexity	2419
robotica	2418
canadianconferenceonelectricalandcomputerengineering	2417
arxiv:networkingandinternetarchitecture	2415
internationaljournalofcomputermathematics	2409
internationalconferenceonwirelesscommunicationsandmobilecomputing	2407
internationalconferenceoncomputercommunicationsandnetworks	2406
computer-aideddesign	2385
measurementandmodelingofcomputersystems	2374
webintelligence	2358
ambientintelligence	2349
journalofcognitiveneuroscience	2341
internationalconferenceoncomputerdesign	2332
computers&geosciences	2317
journaloftheacm	2310
biomedicalengineeringandinformatics	2306
internationalsolid-statecircuitsconference	2299
internationalconferenceonvlsidesign	2286
thejournalofsupercomputing	2268
electronicjournalofcombinatorics	2253
roboticsandautonomoussystems	2233
parallelanddistributedprocessingtechniquesandapplications	2224
thecomputerjournal	2208
internationalconferenceonparallelanddistributedsystems	2208
imageandvisioncomputing	2201
siamjournaloncomputing	2199
ieeesymposiumonsecurityandprivacy	2190
arxiv:computationandlanguage	2188
pacificasiaconferenceoninformationsystems	2184
computerandcommunicationssecurity	2183
artificialintelligence	2175
theinternetofthings	2172
computermethodsandprogramsinbiomedicine	2165
mathematicsofcomputation	2160
managementscience	2160
bioinformaticsandbiomedicine	2159
journalofglobaloptimization	2157
computersupportedcooperativeworkindesign	2153
journalofelectronicimaging	2150
ieeesoftware	2150
electronicnotesindiscretemathematics	2123
arxiv:artificialintelligence	2123
information&computation	2121
ieeetransactionsonaudio,speech,andlanguageprocessing	2119
computersinbiologyandmedicine	2113
computing	2110
scienceinchinaseriesf:informationsciences	2108
ieeetransactionsonmultimedia	2099
intelligentsystemsdesignandapplications	2091
internationalconferenceonmachinelearningandcybernetics	2088
ieeeaccess	2088
thefloridaairesearchsociety	2075
britishjournalofeducationaltechnology	2070
journalofintelligentandfuzzysystems	2051
internationalconferenceonnetworking	2030
empiricalmethodsinnaturallanguageprocessing	2020
journalofintelligentandroboticsystems	2014
mathematicsandcomputersinsimulation	2013
adhocnetworks	2012
internationaljournalofhuman-computerstudies\/internationaljournalofman-machinestudies	2006
internationalconferenceontelecommunications	1996
journalofchemicalinformationandcomputersciences	1988
uncertaintyinartificialintelligence	1984
internationalsemanticwebconference	1976
softwareengineeringandknowledgeengineering	1973
mathematicalfoundationsofcomputerscience	1964
ieeetransactionsonintelligenttransportationsystems	1961
operationsresearchletters	1956
asiapacificconferenceoncircuitsandsystems	1949
internationalconferenceoncloudcomputing	1936
journalofuniversalcomputerscience	1933
information&softwaretechnology	1930
numericalalgorithms	1925
automatedsoftwareengineering	1923
datacompressionconference	1922
advancedrobotics	1918
thevisualcomputer	1909
ieeetransactionsonmobilecomputing	1907
ieeecommunicationsmagazine	1900
customintegratedcircuitsconference	1898
computervisionandimageunderstanding	1898
proceedingsoftheieee	1895
siamjournalonnumericalanalysis	1892
ieeecomputergraphicsandapplications	1886
networks	1886
arxiv:datastructuresandalgorithms	1886
computerassistedradiologyandsurgery	1879
internationalconferenceonlogicprogramming	1863
arxiv:cryptographyandsecurity	1860
journaloftheamericansocietyforinformationscience	1860
computers&graphics	1856
journalofsymboliccomputation	1855
wirtschaftsinformatik\/angewandteinformatik	1855
ieeetransactionsonfuzzysystems	1847
internationalsymposiumonqualityelectronicdesign	1838
conferenceonadvancedinformationsystemsengineering	1832
engineeringapplicationsofartificialintelligence	1832
robotandhumaninteractivecommunication	1831
biologicalcybernetics	1828
graphsandcombinatorics	1824
internationalsymposiumonvisualcomputing	1824
greatlakessymposiumonvlsi	1824
speechcommunication	1821
ieeevirtualrealityconference	1820
asianconferenceoncomputervision	1820
gridcomputing	1819
internationaljournalofcommunicationsystems	1813
europeanconferenceonprinciplesofdataminingandknowledgediscovery	1812
acmsigsoftsoftwareengineeringnotes	1810
internationaljournalofcontrol	1810
siamjournalonappliedmathematics	1809
informationsciences,signalprocessingandtheirapplications	1806
computationalscienceandengineering	1798
informationprocessingandmanagement	1786
granularcomputing	1786
internationaljournalofmedicalinformatics	1772
designs,codesandcryptography	1764
multimediasignalprocessing	1761
journalofcomputerandsystemsciences	1755
wirelessnetworks	1751
theinternationaljournalofroboticsresearch	1750
ibmjournalofresearchanddevelopment	1748
mathematicsofoperationsresearch	1745
journalofcomputer-aidedmoleculardesign	1740
algorithmica	1740
arxiv:distributed,parallel,andclustercomputing	1740
journalofcomputerscienceandtechnology	1734
mathematicallogicquarterly	1730
computationalintelligence	1726
bmcsystemsbiology	1717
internationalconferenceoncomputervisiontheoryandapplications	1715
telecommunicationsystems	1712
siamjournaloncontrolandoptimization	1699
internationalconferenceonmachinelearningandapplications	1699
journalofvisualcommunicationandimagerepresentation	1696
systems&controlletters	1687
internationaljournalofcomputervision	1686
discreteandcomputationalgeometry	1684
journalofmedicalsystems	1677
internationalconferenceoninformationnetworking	1676
ieeetransactionsonsmartgrid	1675
internationalsymposiumoncomputerarchitecture	1673
journalofnetworkandcomputerapplications	1662
ieeeinternetcomputing	1653
conferenceoninformationsciencesandsystems	1648
intelligentinformationhidingandmultimediasignalprocessing	1647
internationalcolloquiumonautomata,languagesandprogramming	1647
journalofintelligentmanufacturing	1646
computers&electricalengineering	1644
digitalsignalprocessing	1643
databasesystemsforadvancedapplications	1640
internationaljournalofgeographicalinformationscience	1640
medical&biologicalengineering&computing	1637
internationalconferenceonsupercomputing	1630
siamjournalondiscretemathematics	1622
journalofmachinelearningresearch	1621
microprocessorsandmicrosystems	1617
highperformancecomputingandcommunications	1612
ieeetransactionsonaerospaceandelectronicsystems	1610
communicationsinstatistics-simulationandcomputation	1589
internationalconferenceonwebservices	1580
journalofbiomedicalinformatics	1579
mathematicalmethodsofoperationsresearch	1578
journalofscientificcomputing	1576
quantuminformationprocessing	1575
computerscienceandsoftwareengineering	1572
internationalconferenceonconceptualmodeling	1552
medicalinformaticseurope	1552
adaptiveagentsandmultiagentssystems	1551
ieeejournalofsolid-statecircuits	1549
interactions	1535
entropy	1527
theeuropeansymposiumonartificialneuralnetworks	1524
ieeetransactionsoninformationforensicsandsecurity	1521
internationalconferenceonimageanalysisandprocessing	1518
ieeeintelligentsystems	1512
internationaljournalofintelligentsystems	1506
ieeetransactionsonrobotics	1504
textretrievalconference	1503
internationalsymposiumonalgorithmsandcomputation	1503
principlesofdistributedcomputing	1502
information&management	1501
digitalsystemsdesign	1500
internationaljournalofapproximatereasoning	1499
europeansymposiumonalgorithms	1499
internationalworkshoponsecurity	1495
intelligentuserinterfaces	1488
internationaljournalofpatternrecognitionandartificialintelligence	1487
extendingdatabasetechnology	1486
vlsitestsymposium	1481
computationalbiologyandchemistry	1480
siamjournalonoptimization	1477
signalprocessing-imagecommunication	1476
conferenceonscientificcomputing	1476
studiainformaticauniversalis	1470
annalsofpureandappliedlogic	1468
colorimagingconference	1468
securityandcommunicationnetworks	1468
mobileadhocandsensorsystems	1466
internationalconferenceoncontrolandautomation	1465
networkoperationsandmanagementsymposium	1464
sigplannotices	1464
internationalsymposium/conferenceonmusicinformationretrieval	1463
bioinformaticsandbioengineering	1462
journalofadvancedcomputationalintelligenceandintelligentinformatics	1459
ieee-rasinternationalconferenceonhumanoidrobots	1459
internationalconferenceoninformaticsincontrol,automationandrobotics	1452
journalofcircuits,systems,andcomputers	1451
numerischemathematik	1450
journalofcomputationalbiology	1446
internationalsymposiumonsymbolicandalgebraiccomputation	1434
machinevisionapplications	1429
siamjournalonmathematicalanalysis	1423
internationalconferenceonsoftwaremaintenance	1419
computers&security	1416
humanfactors	1415
symposiumoncomputationalgeometry	1412
scienceofcomputerprogramming	1411
visualcommunicationsandimageprocessing	1410
theoryofcomputingsystems\/mathematicalsystemstheory	1408
arscombinatoria	1403
journalofappliedmathematics	1394
workshoponapplicationsofcomputervision	1384
dependablesystemsandnetworks	1380
performanceevaluation	1377
intelligentdataanalysis	1376
journalofmultivariateanalysis	1375
symposiumontheoreticalaspectsofcomputerscience	1375
userinterfacesoftwareandtechnology	1362
internationalconferenceonimageanalysisandrecognition	1359
acmcomputingsurveys	1358
electronicproceedingsintheoreticalcomputerscience	1357
ieeetransactionsonindustrialinformatics	1356
principlesandpracticeofconstraintprogramming	1356
journalofmachinevisionandapplications	1354
acm/ieeejointconferenceondigitallibraries	1353
field-programmablelogicandapplications	1351
internationalsymposiumonmultimedia	1349
dataandknowledgeengineering	1346
journaloftheamericanmedicalinformaticsassociation	1345
internationalcryptologyconference	1344
annalesdestélécommunications	1337
journalofinformationscienceandengineering	1332
conferenceonobject-orientedprogrammingsystems,languages,andapplications	1332
internationalsymposiumonlowpowerelectronicsanddesign	1329
computationaloptimizationandapplications	1329
informationsystems	1328
ieeetransactionsonreliability	1320
internationalconferenceonintelligentroboticsandapplications	1319
arxiv:softwareengineering	1319
journalofeconomictheory	1319
webinformationsystemsengineering	1318
ieeedesign&testofcomputers	1318
americancontrolconference	1317
journalofdigitalimaging	1317
circuitssystemsandsignalprocessing	1314
informationreuseandintegration	1312
computeranalysisofimagesandpatterns	1312
internationalconferenceonpervasivecomputing	1306
internationalconferenceoninformationtechnology:newgenerations	1303
businessprocessmanagement	1303
conferenceonmultimediamodeling	1302
journaloftheoperationalresearchsociety	1301
advancesinengineeringsoftware	1299
siamjournalonmatrixanalysisandapplications	1299
symposiumonprinciplesofprogramminglanguages	1299
acmtransactionsonmathematicalsoftware	1299
intelligenceandsecurityinformatics	1299
cyberpsychology,behavior,andsocialnetworking	1298
advancesinsocialnetworksanalysisandmining	1296
communicationsystemsandnetworks	1285
iberoamericancongressonpatternrecognition	1282
ieeetransactionsonsystems,man,andcybernetics	1281
internationalconferenceonbioinformatics	1280
internationaljointconferenceonneuralnetwork	1274
queueingsystems	1274
journalofoptimizationtheoryandapplications	1273
computer-basedmedicalsystems	1272
computinginscienceandengineering	1272
gamesandeconomicbehavior	1268
medicalimageanalysis	1267
appliedintelligence	1266
studialogica	1260
clustercomputingandthegrid	1260
arxiv:machinelearning	1256
logicincomputerscience	1252
asiantestsymposium	1251
internationalsymposiumonsoftwarereliabilityengineering	1251
asia-pacificsoftwareengineeringconference	1248
simulationmodellingpracticeandtheory	1247
computationallearningtheory	1243
internationalsymposiumonwirelesscommunicationsystems	1240
compilerconstruction	1238
internationalconferenceonwebinformationsystemsandtechnologies	1236
symposiumoncloudcomputing	1235
computeraidedgeometricdesign	1234
intelligenttutoringsystems	1232
annualcomputersecurityapplicationsconference	1227
ieeetransactionsonacoustics,speech,andsignalprocessing	1223
europeanconferenceoninformationretrieval	1223
bmcmedicalinformaticsanddecisionmaking	1220
journalofinformationscience	1220
computeraidedverification	1218
artificialintelligenceineducation	1215
intelligentdataengineeringandautomatedlearning	1214
electroniccommerce	1210
mexicaninternationalconferenceonartificialintelligence	1209
journalofcombinatorialoptimization	1208
arxiv:logicincomputerscience	1205
internationaljournalofcomputerintegratedmanufacturing	1203
arxiv:socialandinformationnetworks	1203
machinelearning	1199
internationalconferenceoninformationandcommunicationsecurity	1199
wirelessandmobilecomputing,networkingandcommunications	1197
journalofapproximationtheory	1195
internationalconferenceonclustercomputing	1195
siaminternationalconferenceondatamining	1193
journalofsystemsarchitecture	1192
arxiv:systemsandcontrol	1192
parallelproblemsolvingfromnature	1191
integratednetworkmanagement	1189
worldofwirelessmobileandmultimedianetworks	1188
actainformatica	1186
ieee/acmtransactionsoncomputationalbiologyandbioinformatics	1180
qualityandreliabilityengineeringinternational	1178
parallel,distributedandnetwork-basedprocessing	1177
journalofknowledgemanagement	1175
industrialmanagementanddatasystems	1173
advancesingeographicinformationsystems	1172
artificialintelligenceinmedicine	1172
aquarterlyjournalofoperationsresearch	1165
internationaljournalofappliedearthobservationandgeoinformation	1165
ksiitransactionsoninternetandinformationsystems	1159
foundationsofsoftwareengineering	1159
behaviour&informationtechnology	1159
internationalconferenceonartificialintelligenceandsoftcomputing	1158
internationalconferenceonmultimodalinterfaces	1155
acmconferenceonhypertext	1155
knowledgeandinformationsystems	1153
internationalconferenceonagentsandartificialintelligence	1148
complexity	1147
internationalconferenceonsocialcomputing	1147
internationalcolloquiumonautomatalanguagesandprogramming	1145
computersinindustry	1144
advancesinmultimedia	1143
journalofdocumentation	1141
internationalconferenceonsystems	1139
workshopsonenablingtechnologies:infrastractureforcollaborativeenterprises	1137
internationalconferenceonserviceorientedcomputing	1136
journalofcomputers	1136
ieeetransactionsonautomationscienceandengineering	1135
serviceorientedsoftwareengineering	1133
pervasivecomputingandcommunications	1131
australianjointconferenceonartificialintelligence	1127
mobilenetworksandapplications	1124
embeddedandubiquitouscomputing	1119
fieldprogrammablegatearrays	1119
federatedconferenceoncomputerscienceandinformationsystems	1114
journalofelectronictesting	1113
supercomputingconference	1109
simulation	1109
graphicalmodels\/graphicalmodelsandimageprocessing\/computervision,graphics,andimageprocessing	1105
canadianconferenceoncomputationalgeometry	1100
combinatorica	1097
internationalsyposiumonmethodologiesforintelligentsystems	1092
computingandcombinatoricsconference	1087
kybernetika	1086
internationalconferenceonubiquitousinformationmanagementandcommunication	1086
journalofmathematicalimagingandvision	1084
newinterfacesformusicalexpression	1083
nano/microengineeredandmolecularsystems	1083
educationaltechnology&society	1082
asianconferenceonintelligentinformationanddatabasesystems	1081
internationalsymposiumonmixedandaugmentedreality	1081
gridandcooperativecomputing	1080
businessinformationsystems	1079
ieeewirelesscommunications	1078
webageinformationmanagement	1077
annalsofmathematicsandartificialintelligence	1073
programminglanguagedesignandimplementation	1071
internationalconferenceonwebengineering	1070
journalofcomputerapplicationsintechnology	1070
clustercomputing	1068
internationalconferenceonfunctionalprogramming	1068
internationalconferenceonnetworks	1065
defectandfaulttoleranceinvlsiandnanotechnologysystems	1061
internationalconferenceonswarmintelligence	1061
internationalconferenceonultramoderntelecommunications	1059
biosystems	1056
ieeevisualization	1055
randomstructuresandalgorithms	1051
systemanalysisandmodeling	1051
internationalconferenceonbiometrics	1050
advancedvideoandsignalbasedsurveillance	1048
human-robotinteraction	1046
communicationsoftheais	1043
computersupportedcollaborativelearning	1041
socialchoiceandwelfare	1041
applicablealgebrainengineering,communicationandcomputing	1039
robotsoccerworldcup	1038
mobiledatamanagement	1037
foundationsofsoftwaretechnologyandtheoreticalcomputerscience	1037
journalofphilosophicallogic	1036
internationalsymposiumonparallelanddistributedprocessingandapplications	1032
journalofmanagementinformationsystems	1032
acmsymposiumonparallelalgorithmsandarchitectures	1031
symposiumonapplicationsandtheinternet	1031
electronicgovernment	1030
conferenceoncomputersandaccessibility	1029
firstmonday	1028
archiveformathematicallogic	1026
transportationscience	1024
computerstandards&interfaces	1023
ieeetransactionsonbroadcasting	1019
asia-pacificwebconference	1016
journalofcommunicationsandnetworks	1016
computationalandmathematicalmethodsinmedicine	1015
ibmsystemsjournal	1015
journalofsoftware	1013
statisticsandcomputing	1013
computeraidedsystemstheory	1012
ai&society	1011
operatingsystemsreview	1010
ieeetransactionsoneducation	1007
europeantransactionsontelecommunications	1006
enterprisedistributedobjectcomputing	1004
signal,imageandvideoprocessing	1003
internationalconferenceonalgorithmsandarchitecturesforparallelprocessing	999
informsjournaloncomputing	998
interactingwithcomputers	997
highperformancedistributedcomputing	996
technometrics	996
artificiallife	995
industrialengineeringandengineeringmanagement	993
internationaljournaloffoundationsofcomputerscience	992
intelligentinformationsystems	989
pacificriminternationalconferenceonartificialintelligence	987
computersciencelogic	987
kybernetes	986
field-programmabletechnology	985
internationalconferenceonnetworkprotocols	981
communicationsandmobilecomputing	978
journalofcomputationalneuroscience	975
symposiumonreliabledistributedsystems	973
internationaljournalofparallelprogramming	967
internationalconferenceonweblogsandsocialmedia	964
artificialintelligencereview	964
ieeejournalofselectedtopicsinsignalprocessing	964
informatica(lithuanianacademyofsciences)	964
internationaljournalofhuman-computerinteraction	953
numericallinearalgebrawithapplications	953
autonomousrobots	952
ercimnews	951
optimizationletters	951
appliedsoftcomputing	950
combinatorics,probability&computing	950
integration	948
integratingtechnologyintocomputerscienceeducation	947
embeddedandreal-timecomputingsystemsandapplications	946
advancesindatabasesandinformationsystems	946
internationalconferenceonsoftwaretestingverificationandvalidation	945
arxiv:computersandsociety	942
informationprocessingandmanagementofuncertainty	942
organizationscience	940
ieeewirelesscommunicationsletters	939
neuralprocessingletters	939
internationalconferenceonconcurrencytheory	937
requirementsengineering	937
conferenceonautomateddeduction	936
journaloflogicandcomputation	934
documentanalysissystems	933
fieldprogrammablelogicandapplications	929
medicalimagecomputingandcomputer-assistedintervention	929
europeanconferenceonartificiallife	928
ieeetransactionsonevolutionarycomputation	926
frontiersincomputationalneuroscience	924
conferenceoncurrenttrendsintheoryandpracticeofinformatics	923
computernetworksandisdnsystems	922
conferenceoncomputabilityineurope	921
internationaljournalofinformationmanagement	921
internationaljournalofimagingsystemsandtechnology	920
advancesincomputationalmathematics	920
internationalconferenceonembeddednetworkedsensorsystems	917
americanmathematicalmonthly	917
managementinformationsystemsquarterly	916
ubiquitousintelligenceandcomputing	915
advancedvisualinterfaces	914
biomedicalsignalprocessingandcontrol	914
photonicnetworkcommunications	913
textspeechanddialogue	912
graphdrawing	909
appliedartificialintelligence	907
conferenceonobjectorientedprogrammingsystemslanguagesandapplications	906
newmedia&society	906
journalofroboticsystems	905
statisticalmethodsandapplications	905
toolsandalgorithmsforconstructionandanalysisofsystems	904
statisticalandscientificdatabasemanagement	900
informationprocessinginsensornetworks	897
internationalsymposiumoncomputerandinformationsciences	895
modeldrivenengineeringlanguagesandsystems	895
australasiancomputer-humaninteractionconference	895
aimagazine	894
informatikspektrum	893
acs/ieeeinternationalconferenceoncomputersystemsandapplications	892
internationalworkshoponqualityofservice	892
ieeemultimedia	891
internationalconferenceoncomputersupportededucation	890
internationalconferenceonparallelarchitecturesandcompilationtechniques	890
internationalperformancecomputingandcommunicationsconference	889
collaborationtechnologiesandsystems	884
modelinganalysisandsimulationofwirelessandmobilesystems	882
modeling,analysis,andsimulationoncomputerandtelecommunicationsystems	882
conferenceofthecentreforadvancedstudiesoncollaborativeresearch	881
cyberworlds	879
acmtransactionsinembeddedcomputingsystems	879
arxiv:optimizationandcontrol	878
consumercommunicationsandnetworkingconference	876
journalofnetworks	874
softwareengineering,artificialintelligence,networkingandparallel/distributedcomputing	873
internationalconferenceonsemanticcomputing	873
journalofsystemsscience&complexity	869
real-timesystemssymposium	869
journalofcomplexity	868
theelectroniclibrary	865
autonomousagentsandmulti-agentsystems	865
canadianconferenceonartificialintelligence	864
parallelanddistributedcomputing:applicationsandtechnologies	863
principlesofknowledgerepresentationandreasoning	863
arxiv:discretemathematics	863
sigactnews	860
governmentinformationquarterly	858
journalofartificialintelligenceresearch	856
multimediasystems	854
acmtransactionsondesignautomationofelectronicsystems	854
discoveryscience	852
acmtransactionsonprogramminglanguagesandsystems	851
ieeesystemsjournal	851
arxiv:computerscienceandgametheory	848
arxiv:databases	847
internationaljournalofalgebraandcomputation	845
computerapplicationsinengineeringeducation	845
internationaljournalofneuralsystems	839
internationalconferenceonautonomiccomputing	838
informationsystemsfrontiers	838
informationsecurity	834
symposiumonprinciplesofdatabasesystems	833
internationalconferenceone-businessande-government	831
internationalsymposiumonobject/component/service-orientedreal-timedistributedcomputing	826
conferenceonrecommendersystems	825
theoryandapplicationofcryptographictechniques	823
internationalconferenceone-businessengineering	820
arxiv:robotics	819
designinginteractivesystems	818
ieeejournalofbiomedicalandhealthinformatics	816
internationaljournalonartificialintelligencetools	816
signal-imagetechnologyandinternet-basedsystems	815
internationalconferenceoncomputersineducation	812
journalofvisualization	812
computationalgeometry:theoryandapplications	812
ieeetransactionsonspeechandaudioprocessing	808
crosslanguageevaluationforum	808
theinformationsociety	808
quantuminformation&computation	806
virtualrealitysoftwareandtechnology	806
intelligentvirtualagents	805
journalofalgorithms	805
internationaljournalofsoftwareengineeringandknowledgeengineering	804
journalofautomatedreasoning	802
internationalconferenceonasiandigitallibraries	802
