19 1951 1794 1794 1794 2 1224 1224 1225 1225 1225
19 1039 2 2 2230 2 71 1082 1082 2 2
20 20 22 23 2 1473 1475 1475 1475 1474 1475
20 22 2 2 1075 1892 1892 2 370 306 306
20 20 23 973 2 348 806 1441 679 679 679
21 21 21 21 645 1316 664 664 1833 2451 1580
21 972 1236 1593 1579 941 941 1920 836 836 2519
21 21 645 258 258 258 258 258 258 258 258
22 30 357 357 357 357 30 30 2 349 70
22 2 332 2 2 2 2 857 23 2 1181
22 278 278 22 25 22 1420 1419 1408 1408 2
23 2 584 1655 2 2 2165 2164 370 956 306
23 2459 390 388 387 741 390 390 389 390 386
23 23 1031 2 2 2 1046 1046 1046 1047 2
24 2 2 206 206 1514 1515 2 735 735 735
24 23 2 2531 2367 2 90 90 94 2 2
24 2 446 1905 1904 446 445 445 445 2479 2310
25 22 22 1420 1420 2 981 2 467 467 468
25 20 18 736 1907 736 734 736 734 734 734
25 20 2 1162 2 2530 2530 2367 2 1178 1178
26 2249 2249 924 924 924 924 26 35 35 35
26 13 13 13 13 67 67 2028 2028 1387 1387
26 934 61 1919 2180 524 524 980 980 1349 1787
27 926 926 2 124 2 2 420 420 417 420
27 2 2 2 2 982 982 982 982 2 2
27 926 2 2 642 2 710 711 2 354 2
28 1795 1795 1428 842 1349 1349 980 2175 2536 1932
28 1192 1192 742 457 457 1916 2095 2298 2273 2298
28 2218 2211 840 1237 1237 2352 598 550 550 598
29 629 629 2 566 567 567 567 566 567 567
29 806 2 2 1351 1353 1352 1352 1786 1352 1351
29 29 2 2 304 2 412 413 413 413 538
30 383 2 2 1309 1309 2 985 2 981 981
30 30 30 30 357 2 819 818 1268 818 2
30 278 278 2 1473 1475 1474 2 2 1953 1954
31 31 31 2243 2095 98 2049 2049 440 871 392
31 2243 1557 1557 1557 1557 1557 1649 1183 945 1505
31 2243 2174 228 228 228 2255 1932 2053 2380 2339
32 32 32 2 2413 2 677 677 677 2 921
32 2 2 443 2 1518 2 2012 2012 2164 1032
32 2 873 873 874 873 873 2 70 2 357
33 796 624 472 1690 664 664 664 970 970 1372
33 33 33 33 33 1580 1502 1209 1209 1209 1502
33 33 2275 2091 1812 1756 2283 1345 1853 1853 743
34 17 17 17 17 17 19 644 2 2106 2107
34 34 17 20 22 278 278 22 1419 2 1324
34 17 34 34 2 2 2 412 413 2 88
35 35 35 569 1743 865 967 2466 2514 2466 1801
35 35 648 1061 1833 871 1269 1034 2283 1418 21
35 35 35 35 1774 1925 1925 1925 1925 1925 1774
36 2 2 2 1825 1822 1822 1824 1819 1819 1821
36 36 37 37 36 2 357 357 2 2 1023
36 37 36 37 36 37 2 922 923 921 923
37 37 36 37 36 36 37 37 36 37 36
37 37 2 463 463 463 463 2 2 1412 1980
37 36 36 36 37 37 2 1271 2 1660 1660
38 1831 1613 1467 2355 822 2186 2416 2416 1564 1173
38 1516 1516 87 712 712 1963 1963 1963 2111 1256
38 38 38 38 1739 2015 1636 1636 1580 1636 1502
39 39 2 986 986 986 1357 2 2 738 738
39 2 2 441 1280 2 2 1734 2202 2202 2216
39 2 2124 2535 2535 2124 2254 2124 2 2422 2422
40 40 40 40 1955 1071 1778 2141 2390 1429 2506
40 527 141 1450 1690 1700 1916 1916 1916 980 980
40 1291 1291 457 1291 1291 1416 653 87 927 1513
41 41 41 42 528 42 41 42 42 2 146
41 2 136 137 136 2 71 71 651 71 2
41 41 2 1481 2 2482 2 70 349 349 349
42 2 2 378 378 2 1069 1069 1069 2 445
42 2 469 2 2 19 19 1039 2 2 66
42 528 528 2 2248 2 2 1178 1179 1179 1178
43 43 43 702 702 2049 1503 2141 2141 2141 2141
43 1630 658 1664 782 782 782 2445 980 1700 1790
43 43 1521 1521 1521 2235 2235 2235 2235 444 444
44 2 1820 1823 1821 1825 2 2 37 37 36
44 44 44 44 44 44 44 2 2301 2302 2303
44 44 44 44 2 441 393 677 679 995 679
45 2321 2324 1688 1343 1579 215 2275 994 994 1763
45 45 2187 974 1881 1743 608 969 1787 1787 1349
45 45 627 1136 1551 1551 1702 1887 1340 1392 2011
46 47 491 490 47 2 926 925 777 2 2
46 46 46 46 2 2 815 816 815 2 571
46 2 2 154 154 154 155 220 220 220 181
47 663 47 47 2 1915 1347 540 1683 726 726
47 46 2 331 331 332 795 332 2256 2257 2257
47 47 46 47 47 422 422 2 70 2 2
48 48 800 1404 1459 1459 667 1595 1595 1771 1771
48 48 48 335 335 1382 1349 980 1920 2224 421
48 48 1221 845 199 199 1497 1497 1580 1580 1580
49 51 51 2 1240 2005 2005 2005 2005 2005 1945
49 49 49 49 49 49 50 50 50 51 50
49 49 2 2 2 2 1811 2 1371 2 435
50 49 50 2 618 619 618 2 2 140 140
50 51 2 2 1933 981 983 2 953 2 2
50 2 19 1022 19 19 19 2 1288 2 393
51 2 2106 2106 2107 2 2073 2073 2 353 353
51 49 2 1968 2520 2522 2521 1968 2520 1912 1912
51 2 1769 2 799 2 370 1013 1949 1013 2
52 52 52 708 708 708 624 472 624 624 472
52 52 52 52 52 568 2421 2138 2138 1675 1675
52 52 52 205 826 826 826 826 637 920 1137
53 2 2336 2 27 2 351 1029 1028 351 2
53 2 679 1796 1441 276 517 19 19 2 540
53 53 54 2 1723 1723 2 819 818 821 821
54 2 2 2 1009 1007 1008 1009 1009 1007 1007
54 54 54 2 504 504 504 2 1341 2 1734
54 2 2 433 19 19 1039 1039 1039 19 19
55 1221 865 865 954 596 596 954 954 407 954
55 55 55 936 936 1307 1307 2039 2039 2039 494
55 55 55 167 127 127 955 955 955 369 1011
56 57 57 57 2 70 71 2 981 2 2
56 2 1514 206 1514 2 2 353 513 513 2
56 56 56 56 56 57 56 57 56 56 2
57 56 57 57 2 2 1922 2 982 981 2177
57 57 2 2 27 777 926 926 925 2 2
57 57 57 56 2 1015 2 19 19 2 2
58 1576 563 456 199 199 2445 2501 2118 2315 2307
58 261 261 261 261 261 261 294 2251 2292 2362
58 58 58 563 955 955 305 1460 1174 1174 1684
59 2 983 983 981 2177 2177 2177 2177 981 2
59 2 2 860 2208 2 2 881 881 881 881
59 2 2 2 2 498 614 371 2 2 2436
60 60 306 307 307 2 2 1917 2121 1754 71
60 2 2 1292 2 1046 1361 1363 1692 1363 1046
60 2 4 5 2 2 292 2 2 679 995
61 954 1570 1745 1745 1745 1745 1745 917 917 1411
61 61 2056 1080 1080 1805 729 529 1577 448 515
61 964 2495 1416 653 653 653 1646 1646 1646 2161
62 2 402 401 401 402 779 2 372 2 2162
62 63 2 206 1515 2 2 2 1622 1621 2
62 63 63 63 63 63 2 27 2250 2 49
63 63 935 2 2395 2394 2 86 86 86 86
63 63 935 63 2 1367 1368 1368 1368 1368 2
63 2 2 2 587 2 108 109 109 109 2
64 64 298 740 740 1991 344 1497 1497 2543 2543
64 175 175 1479 836 1176 58 1576 1257 1396 1137
64 1229 1229 2514 2514 2514 2514 761 461 1756 1756
65 2 692 384 383 383 2 1775 346 2 2
65 2 111 106 104 104 104 104 106 334 106
65 65 1230 1230 1230 1230 1230 1230 1230 65 65
66 65 1230 2 399 2 413 973 413 2086 2086
66 65 65 65 65 65 65 1230 1230 1230 2
66 65 66 66 2 606 2 2 612 2 1029
67 67 67 67 130 578 1320 534 1674 1553 1449
67 67 67 67 768 2000 613 719 456 456 647
67 67 101 101 936 936 936 936 153 153 183
68 68 2 1133 2 2 2 2182 1722 2 1339
68 68 68 68 2 2 2067 2 679 679 679
68 2 2 1124 42 42 42 42 528 2 2
69 2075 2075 2299 1429 608 608 803 2174 1144 826
69 1391 1278 1787 1787 1787 1787 1787 1349 1349 1700
69 1081 1081 1081 1411 1979 1979 1519 1533 1591 681
70 2350 2 2474 2476 2475 2201 2513 2512 2 271
70 2 2308 2 758 2 2 349 351 513 368
70 2 2457 390 713 311 311 2 973 2 2008
71 867 866 867 866 71 2 234 234 233 2
71 2 2 516 516 2 1752 1752 1752 2 2
71 2 2250 2250 2250 2250 27 2 2 1697 1698
72 72 186 0 186 350 2388 2388 2498 733 733
72 1223 1223 1223 1223 1525 1173 964 964 964 2356
72 829 800 35 35 35 35 35 35 35 35
73 2 2 1912 1912 1912 1912 1969 1912 1968 2
73 2 2 1430 2 744 744 2338 2338 2338 2399
73 1225 1224 2 2497 2497 2 1190 1189 1190 1190
74 73 1225 1224 73 2 930 2 1232 1232 2
74 73 73 1224 2 2073 2 2 1111 2 2
74 2 2 482 2 2 2 2 1556 1556 1556
75 75 344 2049 440 392 10 10 10 10 1589
75 75 1459 2032 156 156 156 156 2354 2285 2528
75 75 1321 356 2438 2438 2438 2438 2438 2438 2438
76 76 2 2 1341 1742 2 1414 2 981 1383
76 2 1784 981 2177 2176 2177 981 981 2 169
76 2 2 2 1469 1470 2 2 860 860 860
77 875 1489 1589 1489 1489 1756 1682 2430 2089 1853
77 147 147 536 85 85 627 2508 2380 2380 2502
77 1334 1334 1921 2074 2074 1733 1733 2074 2251 1293
78 2 2 441 441 441 441 441 581 2 395
78 2 1957 1957 1957 1957 1957 2230 2 1406 2330
78 2 2 2 2 2436 2436 2437 2 243 243
79 79 1852 1382 607 550 550 2171 2171 1930 1930
79 2138 2138 1183 1686 1686 1686 1686 1686 1686 1686
79 79 936 936 13 1510 1510 1510 1510 1639 1757
80 80 80 80 80 2 2524 2524 2 1890 1888
80 80 80 80 80 80 2 561 393 697 346
80 81 2 2 1705 1705 2 2 18 2 2092
81 80 81 2 1204 1202 1203 1203 1581 1118 1118
81 2 2 2 1870 2500 1870 2045 1870 2 2
81 2 848 2 2 1157 2 467 467 339 1351
82 2265 1521 1521 1610 1675 2223 520 1567 1567 186
82 588 1450 1000 1000 1607 1605 1607 1607 2358 2358
82 82 82 1893 1798 702 702 2414 180 180 180
83 2532 2275 1669 1186 305 1078 608 1078 550 550
83 637 267 267 267 267 267 267 267 267 2510
83 1255 1607 1875 103 988 1298 1298 667 2277 1696
84 2 2 595 595 339 1351 339 595 2 2
84 84 84 2 981 981 981 981 1917 1754 71
84 2 2 1233 1232 1232 1233 2 2 2 2239
85 214 214 1321 855 1256 1256 2039 2039 2039 2039
85 85 1898 1898 1898 1881 1881 1340 892 892 1011
85 214 214 214 1911 596 954 407 969 1078 1078
86 2 1478 2 234 233 2 2 59 59 59
86 2 1683 1347 2 2 2 2 2389 2389 2
86 86 86 86 2 724 724 2 2474 2474 2475
87 2118 555 1950 2401 889 676 555 444 444 676
87 87 653 335 335 335 2087 2011 1413 1413 1413
87 33 1848 2304 1848 209 209 209 209 472 147
88 88 2 677 677 677 1260 2 602 602 602
88 88 2 2 445 445 445 445 445 445 2
88 2 2 1053 1052 785 786 788 785 2 225
89 1605 743 643 407 407 407 407 1579 61 279
89 89 89 167 167 1827 2507 2135 2312 2507 1826
89 89 150 1587 1097 2171 2171 2171 2269 2269 2269
90 90 2 353 2 327 326 2 2 1478 1478
90 92 92 93 1606 2 2 70 71 71 70
90 90 2 276 304 2 513 1415 513 513 513
91 2 480 2126 1375 2126 480 2540 480 2 1708
91 2 1339 2 973 973 2 445 446 2 383
91 91 92 2 867 867 70 70 47 2 2
92 92 151 152 2 2 1951 19 19 276 276
92 92 90 90 92 2 2336 677 677 2 251
92 94 92 94 92 93 92 151 152 182 2
93 1606 2 2 2 2 2228 2 71 2 2
93 2 349 70 349 349 701 2 27 2 973
93 1606 2 1999 2 2 1734 2 570 349 570
94 2 131 2 777 926 926 777 777 777 777
94 2 2209 2209 2210 2210 2 1461 2 574 574
94 91 91 91 91 92 2 1286 1286 1285 2233
95 196 196 750 2279 2279 404 548 778 400 400
95 95 95 796 362 2401 2088 87 87 369 762
95 95 95 95 601 601 811 1620 1620 1620 1620
96 2 1210 1210 2 695 694 695 694 2 1872
96 2 1788 1789 1788 982 2 409 2 2 176
96 96 96 96 2 581 2353 581 1762 1761 677
97 2 172 172 2 1802 1802 2 84 84 2
97 97 2 2 1596 2 2 2202 2213 2 2
97 2 744 744 2 1111 1596 1596 1596 1596 1111
98 98 130 130 1827 2240 2240 2240 2240 569 2329
98 872 872 912 2441 442 1097 1097 1281 1281 529
98 1482 2227 2451 905 1449 905 905 1699 840 1831
99 100 100 99 100 100 2 2 1385 2 2310
99 100 2 2323 2 2 806 2 2132 2 2
99 100 99 99 2 1726 2379 1726 2379 2379 1726
100 100 2 672 672 2 947 2 443 2 2
100 100 2 1559 1559 2 2 573 276 2 2212
100 99 2 30 30 2 390 2 587 408 586
101 101 518 518 1332 1332 1151 2138 1908 1908 1908
101 1869 708 2035 2035 2035 2035 2035 2035 727 727
101 101 285 285 285 1457 1457 285 285 2187 2527
102 2 2 2 879 879 877 879 879 877 878
102 102 102 102 102 102 102 102 2 1268 2
102 102 102 2 299 2 27 2 1341 1828 1341
103 1442 1442 659 1364 2298 1396 1396 1396 559 1898
103 1442 1442 333 1117 1580 1636 2451 2416 2034 1392
103 1442 103 103 75 1651 1161 1161 2089 2170 2046
104 2 856 858 357 2 2092 2092 995 2092 995
104 104 2 716 716 717 716 2 202 2 1235
104 106 2 2 408 408 2 336 2 1487 1487
105 105 105 2 744 2 133 133 2 2 1347
105 2 1341 1341 2 1466 1198 1466 1465 1198 2
105 106 334 106 2 371 2 1781 2 2 2
106 105 106 2 2 2 896 895 893 895 893
106 2 1945 2005 1945 2 402 401 779 401 2
106 2 304 2 574 573 573 573 854 2 2453
107 1950 955 305 305 305 955 955 955 955 305
107 647 789 789 2307 2314 2314 2387 183 153 224
107 2123 652 681 1027 1027 512 1033 2543 920 859
108 108 108 2 293 293 293 2 640 639 639
108 108 109 108 109 109 109 2 2 438 276
108 108 108 2 2 1929 1929 1929 2 734 2
109 2 2 239 239 2 574 2 2 206 2
109 108 108 2 483 483 2 2 1903 2 1086
109 2 2 2 2386 2 2 679 679 2 236
110 1354 1038 1038 1950 2347 365 658 1229 1229 1229
110 1134 1459 1144 1616 1585 1234 1449 2405 2405 2405
110 1659 1659 1661 1661 145 145 145 2085 2224 1141
111 106 106 105 105 2 2 253 254 253 253
111 2 410 410 410 2 540 22 30 30 30
111 106 2 1683 1683 1683 726 2 1032 1031 1031
112 112 112 112 112 112 112 112 112 112 112
112 112 112 112 201 201 201 201 201 201 201
112 112 112 1633 1633 1633 1633 1633 1443 585 585
113 115 113 114 2 1734 1734 986 2202 2202 2
113 116 2 677 679 2 2262 2261 2261 2261 2261
113 113 115 114 115 115 2 1603 2 2 287
114 115 115 114 115 115 113 114 114 115 115
114 113 116 113 114 115 114 114 114 115 113
114 114 115 116 116 2 2098 2098 2 2 754
115 116 113 115 113 114 115 2 2 2 2
115 116 2 398 398 2 2 2092 2092 2 289
115 115 113 114 2 393 2 1872 1872 1872 1872
116 116 113 113 2 965 965 966 965 2 2
116 116 116 115 114 114 2 2 806 604 1701
116 114 116 2 1412 2 791 791 2 17 34
117 2324 2324 2321 117 117 226 226 226 226 117
117 117 226 550 598 598 98 1538 1779 1626 1626
117 117 970 564 2056 2096 2096 2016 845 845 1497
118 118 2 2 2 1660 2 2 2073 2073 2073
118 2 2 894 893 894 2 2 2116 2 1056
118 2 1431 1431 1890 1890 1889 1889 1890 1888 1888
119 2 2 2 2 427 427 2 726 2050 2050
119 227 506 506 505 505 227 119 505 506 505
119 227 2 2 2290 2063 2064 2063 2 2 1289
120 120 120 120 120 120 120 1355 1355 1355 1978
120 120 1384 1384 1384 1411 1411 1411 1287 1310 523
120 120 2499 2499 2433 1898 686 1221 743 2337 2396
121 122 121 2 1487 2 1999 1999 2 2 1412
121 121 121 121 2 2394 2394 2395 2 2021 2021
121 122 122 2 1788 2 2 2 937 2 528
122 2 30 2 2 357 858 1862 1862 1862 1863
122 122 2 602 602 2 2 1773 2110 2 726
122 2 445 445 2 2509 2 1406 769 1347 1347
123 123 123 123 123 1376 3 3 596 1148 1148
123 2109 1875 1733 1287 2199 2507 2507 1273 1273 1273
123 123 123 829 829 1404 1676 1279 440 344 568
124 2 691 2 393 393 353 2 1347 1347 2
124 124 124 124 124 124 2 953 2 2 2
124 2 438 517 276 2 2 49 50 2 475
125 833 833 2340 1704 1875 2251 2251 1986 1986 1337
125 125 690 2253 2253 994 2309 2380 2380 1932 1349
125 125 125 125 742 742 2186 920 1693 1693 1778
126 126 126 126 126 126 126 126 126 126 2
126 2 2 2 2 2 1954 1953 1953 1953 2
126 2 2 609 349 2 818 1268 1268 1268 819
127 887 887 887 887 2211 803 803 2385 1928 1928
127 134 134 134 134 134 845 845 1591 1536 1536
127 127 1699 1790 1790 1790 941 1579 1674 2009 2009
128 128 2 1289 1311 2 80 80 2 612 611
128 2 2 589 59 2 1238 1241 2 446 677
128 129 128 129 128 2 663 2 2 2 185
129 2 2 393 441 345 345 345 345 2050 2113
129 2 981 1917 2 2 27 2 1276 1277 2
129 128 2 154 154 2 726 726 726 2 1802
130 1148 1316 579 626 1264 1264 1264 1264 1264 1264
130 130 1696 1696 143 143 143 1591 1661 1661 1661
130 130 130 507 1139 2283 1579 1579 1579 2125 2125
131 131 2 606 606 2 71 71 71 351 2
131 2 1371 1371 2 450 2 169 2 2 445
131 2 1951 1951 2 263 2 1412 1412 1980 1980
132 132 132 132 132 2318 2318 905 568 905 1597
132 1378 1712 696 696 527 527 527 527 1404 1404
132 132 462 1594 1132 1594 1132 1594 1594 826 826
133 2 1814 2 2 2 1240 2005 2005 2 1695
133 133 133 2 528 528 42 2 2374 2374 2374
133 2 387 387 1874 1874 1874 2 2144 2145 2145
134 134 1932 1076 1076 1076 2489 2489 575 658 168
134 575 2433 2134 2499 1869 1330 1970 1970 1970 1970
134 134 590 590 590 590 590 590 590 590 1644
135 136 2 4 5 2 1444 1444 2 2078 1013
135 136 2 2 393 2 408 587 408 1687 1687
135 136 2 2319 2 2 200 200 2 2288 2113
136 169 169 136 136 169 170 169 169 169 169
136 135 136 136 2 1999 1999 1999 1999 2 1241
136 137 136 169 169 2 2 2 1121 2 2
137 137 135 137 135 2 2469 2469 2033 2467 2033
137 137 2 846 2 2 1470 1470 1469 1470 2
137 2 2 2 408 586 587 587 586 2 2
138 138 138 2438 2438 578 578 382 382 1521 1983
138 138 138 138 138 138 1221 770 975 975 1887
138 138 1521 771 2298 1043 1282 1048 1048 1048 1048
139 139 140 139 2 1235 2 1074 2331 1406 1347
139 140 140 2 413 413 2 2 410 409 2
139 140 2 332 1933 2257 332 332 332 795 2
140 139 139 139 2 519 519 2 2 774 2
140 2 991 2 1761 581 581 697 2 2 2310
140 2 2 2468 677 677 679 2226 679 679 2
141 1120 1120 1120 1120 1120 1120 1503 2494 1996 751
141 141 141 729 1207 2223 2004 1237 855 855 1066
141 141 141 362 373 2203 2203 373 910 2502 1144
142 142 142 2 2 2 2 997 997 2 2
142 142 142 142 142 142 2 2 846 846 2
142 2 74 73 73 74 2 1016 2 29 629
143 622 470 1108 2478 2478 2478 2501 2180 2118 1919
143 143 143 681 1027 681 952 952 440 440 559
143 404 404 1540 1418 1896 2466 2514 648 1576 658
144 144 144 2 995 995 679 679 2 629 2
144 144 2 18 17 19 1021 1021 2113 2113 2431
144 144 2 2077 2078 2077 1013 2079 2 1289 2
145 194 194 194 194 1827 1827 431 719 1578 394
145 1396 1396 1396 2451 812 1555 1338 2383 2342 2034
145 145 101 101 101 101 2232 1284 1284 2232 147
146 2 402 401 403 401 401 2 1339 1339 1339
146 146 2 1032 2 71 493 2 419 371 371
146 146 2 409 609 2 2127 2127 2127 2126 1375
147 147 147 147 941 1636 1201 1201 1201 1636 568
147 147 147 2498 2388 2388 929 929 1521 1521 1521
147 681 1106 673 664 2352 277 1418 1418 1418 277
148 148 2 2 914 2 2 1206 2 446 446
148 149 148 2 930 2 914 2 2256 1933 981
148 148 148 2 2124 2 2 2220 2220 2220 2
149 148 148 2 2 2 1362 1361 1362 1046 2
149 149 148 149 2 2 1371 2 1370 2 2
149 148 2 2060 1426 1441 1441 276 304 2 2
150 150 89 89 167 167 89 150 180 150 1442
150 1587 1587 453 1452 1452 1107 955 955 563 955
150 150 150 150 150 89 167 2080 2080 1108 708
151 2 619 620 2 744 2471 744 2472 2471 744
151 151 90 90 152 2 981 2176 2177 2 2036
151 92 92 2 30 30 2 961 2 2 2
152 152 182 152 90 90 91 2 2 2226 679
152 152 151 151 90 1588 1588 1588 1588 90 90
152 92 151 152 181 2 349 1074 349 348 348
153 219 219 219 219 219 219 219 1809 1809 1126
153 224 988 988 1721 2047 190 190 190 190 1866
153 153 2187 2187 2187 2258 2187 696 696 696 696
154 155 225 225 225 155 2 1059 1059 2 2098
154 2 2216 2545 2 2 2 2 185 2 2
154 154 2 1900 1899 1899 2 1070 480 480 1314
155 181 155 155 225 155 155 220 155 2 354
155 225 155 155 181 2 2 410 2 986 1851
155 2 14 15 14 2 47 491 490 47 491
156 156 2171 1137 1338 1391 2396 2396 2396 2396 2396
156 379 1516 1516 1516 1516 1516 1516 1516 1516 2146
156 156 686 686 481 481 481 2074 1923 1923 1753
157 2 2 2 2 986 1288 986 1358 1357 986
157 2 2274 2274 2274 349 2 767 766 766 2
157 2 2 1701 1701 1701 604 276 2 1101 276
158 134 134 1844 1112 627 627 627 1136 840 1963
158 158 1472 1472 1472 1664 1418 1418 112 112 112
158 158 158 158 1334 1334 1334 1334 897 897 1193
159 159 2 2 2 604 604 2 1299 1300 1300
159 159 2 1150 1150 2 2 2 517 1426 2
159 159 159 2 2 963 498 2 336 2 724
160 160 160 160 160 160 160 160 160 2342 2214
160 160 160 160 160 693 693 165 147 2123 2429
160 693 1252 1252 1252 1252 1252 850 2247 2114 2114
161 161 164 2 830 830 831 831 830 831 2
161 163 164 166 1583 166 2 2 710 2 571
161 162 2 1059 788 1052 1052 785 2 501 502
162 162 163 2 636 1381 636 2 191 2 908
162 161 161 164 2 269 269 268 2 2 2
162 2 2 1569 2 2 2 1403 1402 1402 1402
163 163 2 2 581 2 1924 1755 2 1748 2131
163 161 2 2050 2 2010 2010 2 2 1341 2
163 162 163 164 164 162 161 2 286 2 2
164 694 2 307 956 307 306 307 2 2 2
164 2 2 2 2 2 1412 1980 986 2 2
164 164 164 166 1584 1583 2 1720 1720 2 1711
165 160 2152 2152 2152 2009 2009 385 453 712 712
165 165 165 1582 913 913 1554 2275 1916 238 931
165 1582 1582 1582 1599 1599 1176 829 829 2197 2039
166 1583 2 2 2209 2207 2210 2210 2209 2 2301
166 166 166 166 2 2 2106 2106 2 2 755
166 2 2 111 111 2 649 1566 2 1683 1917
167 167 150 180 2418 2418 2418 1983 1983 1983 1983
167 89 1605 1605 1607 89 89 1587 1587 167 1831
167 89 150 1587 1587 1587 727 1875 407 1757 1630
168 2266 2266 2122 2186 2312 2332 2224 2224 658 529
168 134 134 134 134 134 134 134 134 590 132
168 168 145 1640 1399 1044 1044 1044 1399 1219 1760
169 169 2 1430 1431 1430 2 2 2019 2323 2322
169 2 2436 2 1329 1327 1329 1329 1329 5 5
169 170 136 170 2 2236 679 1260 679 2 538
170 2 1412 2 2250 2250 2 2025 2025 2026 2
170 169 169 2 614 2 2 744 2 476 476
170 136 170 169 2 2 386 390 454 455 389
171 2498 2498 2498 2388 803 362 1656 103 103 333
171 2344 2232 2232 224 219 219 219 61 934 934
171 171 876 376 945 960 920 310 1102 69 2429
172 172 2 349 571 571 570 1689 2 2345 2
172 174 173 173 172 2 2 1680 744 744 2399
172 174 172 173 174 173 2 321 1451 2 581
173 172 174 2 986 2 2 1709 1708 2 628
173 2 2379 2 748 2 1424 1380 1380 1424 2
173 174 173 2 336 2 1167 1167 1167 2 326
174 174 172 172 174 174 173 172 174 174 172
174 174 172 173 174 173 2 2121 2121 2121 1754
174 173 2 2 2 932 932 2 2 2 2
175 175 1551 1551 1551 414 967 470 470 470 470
175 872 872 872 1914 1914 1144 1638 1197 1197 1197
175 1247 1247 1071 319 1166 1100 533 2135 2135 2225
176 2 2 370 370 2 2 1245 1828 2 371
176 2 1203 1118 1119 2 1129 1129 1129 2 304
176 176 176 176 2 679 2 178 2 535 2
177 2039 2039 376 1654 1548 671 350 582 1376 1376
177 187 377 610 610 624 472 472 472 708 708
177 177 1608 1282 1287 2074 1374 2251 1887 1340 2299
178 178 378 2 348 348 349 2323 2019 2322 2323
178 2 19 2 1851 2 323 2 2 2 178
178 179 179 179 179 179 178 2 2 1383 1383
179 2 679 2 2 2408 2410 2410 2 566 567
179 2 353 2 2 2189 2188 2189 2189 2188 744
179 2 1380 1423 2 1933 2256 2257 332 2256 332
180 150 150 150 89 150 150 167 89 167 150
180 180 180 180 150 89 1605 1326 941 941 1326
180 1661 1661 1661 1661 1661 1661 1661 203 203 2168
181 182 2 1518 2 2 445 445 2 2 726
181 152 182 2 1660 1660 1660 2 1415 2 1388
181 2 2469 2468 2468 2467 2469 2033 2033 2468 2
182 2 1598 2 2 2 2 2 2 2 2
182 2 2202 2410 2 2 2245 2245 2124 2 2
