20 972 1365 1364 2 1136 628 627 629 1136 2
21 22 335 2 1310 2336 2227 513 1413 1667 579
21 2 2465 726 934 370 2174 370 626 1109 250
21 17 1906 2 1081 1082 1401 2 1145 2 2117
22 929 204 203 204 559 561 559 560 1452 370
22 1675 576 575 1683 1682 1347 1278 862 859 863
22 1418 413 2227 1500 1449 2 281 2 1725 1727
23 2456 838 1967 2522 2519 1968 556 557 556 558
23 1207 2 72 1225 1223 1474 1525 1527 1564 60
23 590 592 1219 27 2249 1879 1876 701 1616 642
24 21 19 793 795 793 2 461 413 2094 2
24 21 24 16 17 2046 540 1812 2 553 554
24 21 1975 1972 2 943 944 943 2 1382 1701
25 2255 2384 2279 2 325 327 533 2 222 223
25 527 677 2514 600 938 2 2478 445 555 678
25 972 973 1236 2 1604 2 2430 540 1682 412
26 2 1048 393 752 581 2352 2 682 685 682
26 27 26 925 1445 2 1567 2 594 338 337
26 777 2016 513 1355 986 1040 2 2080 1847 2080
27 608 409 2529 2530 2529 2239 2366 1951 2117 2126
27 1529 2 1155 1542 1186 2471 2470 744 2135 2
27 1463 2 550 552 550 402 550 552 2263 2264
28 29 1191 806 2174 540 2365 2217 2505 860 859
28 2 1252 1253 1516 986 1875 2276 2411 2276 1960
28 30 1321 2 1544 1545 1544 1816 2456 2458 2456
29 1136 29 1136 2202 1188 891 889 2 1533 2021
29 945 606 1505 2 2340 2 772 773 2307 2
29 28 629 627 629 2087 1679 1243 744 2011 2012
30 742 2 659 660 659 2 1326 1327 941 2
30 855 2 1237 2193 2080 2005 2416 2 939 2
30 1530 1531 1530 1182 1180 1182 1180 1181 1180 1181
31 2 615 495 494 2 150 92 150 92 150
31 2 2416 2136 2135 1245 1337 2 2388 2389 2388
31 32 2243 353 673 353 1875 1356 1355 1356 2304
32 1812 726 1257 349 2329 1406 1256 1031 1237 2193
32 2243 2 1144 276 2429 276 1250 573 2047 2
32 1797 976 2438 2 948 774 1350 339 523 2
33 17 33 2 1313 2 1664 511 324 299 1398
33 17 16 18 2130 2 994 2 2354 726 2046
33 2 1960 1961 2231 1469 1468 1820 1818 1823 1818
34 33 17 16 2 437 1806 1805 1806 1605 1606
34 33 20 1745 2 392 345 392 2 709 2
34 1020 1022 2112 19 2430 1056 1471 346 664 2
35 2 1613 2 1243 1280 2240 172 1747 2 2006
35 2 2247 71 2009 2 1809 1811 1809 1810 1519
35 36 35 19 376 2 1654 584 1654 1927 1925
36 35 36 291 2 175 1504 2161 2 2206 2
36 35 36 2260 852 1252 349 2385 402 778 552
36 1613 1149 1148 2 1540 2 337 2 448 68
37 903 2 1396 2 291 2 67 2 529 2
37 35 484 954 904 1226 2 2004 540 2117 2436
37 2470 2472 2527 744 1392 2 803 804 1712 1718
38 378 1551 995 2532 995 994 996 1795 806 391
38 39 38 304 2355 1870 1869 2 1237 857 1234
38 2 1005 1245 702 2 1670 2 69 2 564
39 38 39 38 760 756 757 590 591 590 2
39 1604 432 529 2513 2511 2201 322 1053 1051 307
39 2000 2001 2000 2002 2000 2002 2000 2001 2000 2002
40 2 1132 2 928 339 1350 2 2125 1375 72
40 1765 1763 1765 796 349 2329 1075 1719 2 1666
40 2 198 136 2271 1917 2120 1754 1882 1883 1882
41 40 41 117 744 2247 2 884 2 1003 1969
41 40 2 1579 380 449 2 579 2 912 2
41 527 390 740 2268 960 2139 1464 2 892 2
42 40 886 884 2 913 914 913 915 913 916
42 2266 2136 2034 848 1313 2 2273 491 489 2
42 527 769 2046 234 232 2 134 136 379 381
43 2 2258 2 912 896 2263 2264 2263 2 1686
43 981 1700 981 2013 2 1881 744 300 301 459
43 2 1893 1565 1525 1527 1664 70 2348 2184 2183
44 2405 2 2101 2103 440 560 1105 393 843 2
44 1158 907 1158 2 1303 1381 1712 2 1978 1734
44 43 339 1310 339 2325 1311 1310 371 2074 1750
45 47 920 2 1250 1251 1250 574 853 2 1416
45 2 945 2 1778 1874 1873 1289 466 338 909
45 2012 2011 2 2289 2062 2061 2 702 1695 1693
46 1467 2 1795 2236 2225 2 596 2 2444 2184
46 2366 2239 2238 1951 456 19 153 2 1337 2
46 1467 70 842 17 2435 981 1349 2 494 432
47 1303 576 575 1037 1243 2272 1678 2 1259 1261
47 45 2 1852 2537 2493 19 1881 1744 613 2
47 489 491 1467 1206 1205 2 1715 1718 1715 1716
48 2 281 2 428 2 1394 813 1801 2 456
48 488 1632 488 503 2 1036 2204 2203 4 310
48 2 912 604 2388 372 531 1458 1457 1458 2339
49 48 50 48 2 1051 785 1014 1438 1948 2
49 48 51 48 50 48 2 2493 2464 2493 2463
49 1659 724 1659 2 1906 736 733 734 337 338
50 2365 1917 2046 2284 2283 2440 2438 2 622 2
50 48 23 1256 973 1236 370 1011 1012 2163 2
50 48 861 859 861 859 863 859 2 2133 2
51 48 2 1033 573 1677 2 350 70 865 70
51 48 50 659 2 1536 2 1278 2 1586 422
51 48 49 1577 276 1110 276 1462 276 2034 2417
52 408 1578 1393 2527 744 2470 2 453 2 2480
52 942 941 5 1102 5 1326 2 2022 353 732
52 54 2095 726 1918 726 224 2 355 560 1978
53 52 54 52 1133 1594 2500 590 2518 2516 246
53 52 53 1183 1074 1148 1149 1148 1149 1148 646
53 52 54 1350 963 350 2 1085 1088 515 276
54 2197 2 2138 1235 1553 2 497 390 385 2
54 52 2 653 654 1416 1417 641 1813 1812 97
54 52 2 582 276 1654 2 1398 276 515 2
55 57 55 260 258 2 1034 813 1269 2 2423
55 57 1273 1276 1827 677 2414 821 1267 1954 1952
55 57 55 56 228 2 1955 2 910 911 936
56 876 576 575 19 1114 516 515 2 645 329
56 55 309 2191 2 2247 1456 1100 2 957 958
56 55 57 55 56 55 57 55 56 1472 1474
57 1221 70 98 2 219 2 2252 2 1445 2
57 55 2 1038 20 21 2 1636 1118 1117 2
57 1126 306 563 2 1914 604 912 2 2438 2439
58 60 563 2 590 513 745 2 2109 2 2425
58 2 1646 632 1284 443 1519 2 1521 1522 1521
58 2021 2020 2 2519 2520 344 306 955 2 1547
59 1771 182 2441 1245 2034 1828 2266 1740 603 445
59 1216 744 865 866 865 70 1482 70 1467 70
59 2392 2394 2392 62 934 2154 2450 2048 2047 1723
60 913 915 1721 1724 2047 574 853 2 2332 679
60 563 1566 1183 84 1488 2436 2435 2 2032 2
60 643 1021 1020 1023 704 1050 1374 371 859 863
61 62 2016 2 2396 744 2271 2472 2011 68 67
61 2 2494 2241 2240 677 702 677 2135 2119 2332
61 2 2244 2 285 697 955 142 141 142 141
62 1291 2008 752 2 462 463 462 2 2312 2
62 61 2 2263 84 1170 2 1669 679 2235 446
62 61 2 1148 1150 1148 2 1795 679 1395 997
63 61 2 324 2361 2358 2 2452 2455 2452 425
63 934 63 934 63 523 339 466 2326 2325 2327
63 934 63 934 468 1547 1172 1171 1172 1171 353
64 65 64 65 79 81 1477 2437 1557 2 2022
64 2 872 1059 784 786 784 785 1051 788 1058
64 2 1696 2 2016 2019 2146 2 1108 474 624
65 1229 65 1229 1230 1229 65 1061 1064 1061 1982
65 64 1957 1955 1958 1955 276 448 304 2227 2
65 64 2 1374 1624 1623 2 536 791 789 2497
66 64 65 1743 70 1592 202 884 885 884 885
66 64 66 64 65 64 528 596 410 596 410
66 64 66 64 66 64 2 1557 1559 967 689
67 346 564 557 556 557 564 1902 1901 1904 1901
67 2 430 2 2318 2 2446 2 1838 2518 1151
67 68 1866 1175 1174 2 1525 1475 1525 1526 1525
68 658 19 1038 366 328 1021 1020 1990 1986 1987
68 67 2216 2316 2202 840 841 955 2 1779 1782
68 2011 1611 1217 2 392 844 752 390 712 311
69 351 1249 2 127 2 750 2 447 351 1249
69 71 1699 2 1141 890 1651 2 2227 70 2329
69 1744 974 2 2266 2 2013 2 2134 2 2163
70 2534 2535 2292 353 2365 726 2046 1347 2046 726
70 1898 70 1340 2 499 502 499 2 1488 2360
70 1467 2 2294 131 2450 1749 1747 2 1250 1520
71 2267 2 2429 2 2283 1347 2283 2 964 966
71 69 2 440 393 2340 2 1818 1820 1818 1821
71 2058 349 969 2 1250 2 344 345 967 2
72 2 440 1280 1404 243 242 243 242 547 544
72 74 72 74 72 2 2307 1559 1557 2 974
72 1225 72 74 948 2 203 204 1003 2 1269
73 1223 1225 1223 1528 1525 73 72 2 2411 2
73 1223 1526 1525 919 917 2 1284 1285 2507 1245
73 72 2 1102 2 1114 1116 219 2 1320 19
74 72 2 800 435 434 2 1803 1406 2329 1406
74 72 74 72 2 1595 2 889 890 2087 2
74 817 821 1267 2 682 566 110 111 1760 581
75 76 1161 1035 842 2182 2181 2487 2486 2 2480
75 2 1710 276 272 274 1209 2126 1068 864 859
75 76 75 76 75 76 1756 540 2355 2 2053
76 232 234 232 27 2249 1655 8 2 207 2
76 308 309 308 2 87 2 556 558 1681 2162
76 2095 540 1349 2 224 2 2536 1253 912 1915
77 2 652 2521 2519 2 400 402 400 357 836
77 956 955 307 305 2 214 2 1404 441 1442
77 2 527 2 376 2 1097 1347 1853 1854 1068
78 955 1111 1595 2 1978 1289 1729 2 1636 1203
78 1159 2 1733 2 1866 1780 1866 1780 1348 2500
78 509 2 938 476 1690 476 1450 476 1359 1363
79 71 190 2 1207 1208 1833 2 1767 2 2418
79 81 79 80 79 80 79 604 652 353 752
79 80 79 629 28 29 1316 1317 1316 2 772
80 79 81 79 2 2307 2376 2375 1810 1856 1810
80 125 2 2442 276 2266 1339 1338 169 1427 574
80 79 81 645 2 1097 2 901 1039 1320 2
81 1443 986 1374 2 1014 1225 1223 2 847 2
81 1334 2 2088 2113 2354 2113 2285 2287 2354 2288
81 1080 2 1792 1308 1307 804 255 701 2178 445
82 59 1948 1949 2076 2079 2076 2078 2076 2 1838
82 2 1871 530 1378 636 2231 1662 1661 2 934
82 2 2089 2 2516 735 733 734 733 735 1906
83 1037 2478 2 559 560 1896 393 871 1035 1034
83 84 2355 410 954 482 481 484 481 483 481
83 84 1166 2 945 2 1607 2 2373 2374 740
84 165 164 693 164 1704 163 160 161 160 164
84 1170 2 1739 2 621 368 803 2 1617 1618
84 1776 2 585 587 585 408 407 2 242 243
85 86 214 86 1578 965 964 965 964 965 447
85 86 214 1431 2299 2 2120 2121 2120 1883 1882
85 2 315 1817 2295 1817 1815 1816 1815 2 470
86 1785 339 594 2 407 2 2047 70 1530 1265
86 214 2 884 2 325 326 186 1 943 2
86 1278 2 2047 2439 2438 2439 2438 2 184 185
87 88 184 185 184 1008 1006 841 1391 2 2056
87 2 1227 1228 826 828 13 14 1641 30 277
87 2 486 487 486 488 486 1624 1623 1624 1623
88 87 554 553 554 489 491 489 490 489 1744
88 87 2 544 2 745 1414 1413 2 1136 628
88 1876 1880 1876 1877 1876 1877 1876 1880 1876 1880
89 2 1916 2 2049 2057 2056 2050 2430 2431 2285
89 93 1607 93 1756 1347 2089 2090 2089 2 1725
89 93 1607 438 394 395 1602 2100 1301 2 2532
90 150 92 167 1588 2058 609 969 349 751 393
90 167 1588 1321 1552 1073 1075 960 961 960 2
90 1445 1448 1445 1448 1445 476 972 2 2094 2477
91 1600 2 1960 329 617 619 617 619 1249 513
91 89 93 1605 2 2358 2359 2495 2496 2495 2
91 1607 2 222 2 1674 1765 1763 538 2335 413
92 167 1951 529 19 2352 2 1085 1088 2271 1748
92 167 90 89 92 1640 904 1920 2 1741 2202
92 1587 2 1270 744 187 2 2051 2 2006 2007
93 1921 1980 1875 604 872 873 872 874 872 873
93 1605 93 1996 2 2373 2 2235 679 2446 2226
93 428 707 706 2 1538 2 565 566 565 721
94 667 1314 1278 2 1964 2 1229 2 650 29
94 89 91 150 94 1607 2 245 2 2087 744
94 89 1550 1620 2 1340 978 975 345 440 581
95 97 1594 1133 461 413 2486 413 2227 413 2238
95 2 123 2 1256 49 48 50 48 2 2171
95 96 95 2 633 1305 1303 2447 761 679 702
96 603 604 912 2 814 816 1589 1683 2285 2113
96 95 197 931 2 2141 2142 2141 2144 2141 2142
96 95 96 1038 2 2285 2113 2112 19 1398 299
97 95 97 196 97 95 1716 89 92 89 2
97 583 18 1906 736 1906 736 1906 736 733 197
97 95 2 1918 1520 1856 1810 1856 2 459 220
98 100 98 99 1925 2 1616 618 617 618 328
98 100 2006 2007 168 169 168 2 1963 2 1250
98 99 2340 2341 1267 471 2325 2472 2527 2471 112
99 2292 2216 1428 413 2275 2 2174 2 1038 19
99 1137 824 823 2 667 2 8 1811 872 276
99 98 99 98 100 98 99 1112 2 1349 2
100 98 100 98 100 98 574 572 2237 2235 1245
100 147 2 1812 23 1256 1032 1858 1240 1858 1859
100 2271 32 1848 1483 358 2 696 2 2229 1957
101 63 934 63 1094 1095 214 353 352 2270 2269
101 102 842 2 652 353 750 1643 201 2 2258
101 2 569 2391 2390 2 762 2 2429 71 117
102 64 65 2528 2 2529 2 682 684 682 683
102 101 326 325 326 762 2 459 2 817 819
102 356 2 2523 2 621 604 1144 806 1616 482
103 155 219 526 524 2 1567 1568 1928 70 823
103 105 103 106 333 104 103 2246 2244 1430 1710
103 106 103 2 865 71 1247 257 255 2 1044
104 1442 2415 1572 2 1610 2 2218 2212 2218 2
104 1159 1160 392 581 1338 210 209 210 209 1999
104 103 106 333 2 1610 2 1205 432 2112 644
105 1442 104 553 860 638 2 267 2 507 2391
105 2340 1744 2324 2322 267 269 267 2 590 591
105 2203 5 1326 317 2134 2 224 155 2123 1474
106 1442 2 153 2 2354 2 1805 1806 2478 2
106 1442 2 2271 14 992 993 992 1744 1743 2306
106 1442 2 2423 2213 2211 1331 1970 2045 1468 2
107 517 75 2349 2348 2185 358 70 905 2 2494
107 204 203 2 1516 1900 1898 1483 917 918 1471
107 2 2456 2 853 854 1797 1064 1061 1065 1061
108 203 327 533 349 391 1744 1841 2 2085 1606
108 203 1999 1602 2 1051 1052 1051 1053 1051 1052
108 203 432 529 1423 1421 2 1893 2 1011 1013
109 107 109 120 121 120 122 994 995 2275 2
109 1345 348 2170 2 279 280 2527 2 1787 1788
109 107 204 1428 995 2263 2 608 349 2324 2019
110 2 61 2 633 1713 768 849 992 769 1674
110 2 2039 2042 2452 2 1484 2 448 697 1471
110 2 826 828 826 2 1405 1346 1345 1347 1914
111 1442 2 2013 813 1908 1261 117 119 1180 1744
111 1146 2 392 2 2451 2 696 2 671 179
111 110 2 2253 2278 1348 1035 1079 2 2298 2
112 2 1809 1810 1856 1810 1809 2 192 193 192
112 114 112 116 112 114 112 113 112 113 706
112 2 209 46 1586 422 1586 422 2211 2212 2211
113 112 2045 2044 1571 1570 1571 1570 2 72 73
113 112 2124 2253 2124 2253 2254 270 2 539 2
113 112 114 112 2 1882 2 2383 2384 2219 2220
114 931 1817 1815 2 686 1701 2053 2 1472 349
114 112 114 112 2 1081 2 1587 90 167 2
114 112 114 1538 2 563 2 1000 1001 1000 349
115 1593 2 662 47 2529 2 2354 1032 2163 2
115 112 1886 1885 413 461 413 2227 2 1036 744
115 2383 2201 2307 1643 28 29 28 806 232 2
116 112 2 277 2 1330 1999 875 1481 1479 1480
116 112 114 112 115 112 115 112 114 112 115
116 112 857 931 932 931 2 188 1329 1326 5
117 119 226 119 1530 1532 1114 276 2129 1734 2129
117 506 2442 2443 638 640 2047 2 434 435 1291
117 118 117 119 1018 2 1807 744 2470 2 836
118 117 119 226 2 1316 2 315 2 1513 206
118 226 506 226 2 1536 84 1183 2121 1916 2
118 117 118 771 1029 1027 2 2411 2276 2332 2
119 117 2 1921 1734 984 986 1355 986 1355 1358
119 117 506 107 2 2074 2 2161 2162 2161 2
119 2300 29 627 2 1638 2 2429 276 448 2
120 2 434 2 1525 649 1710 349 569 2 2203
120 2 1076 1101 1100 973 1315 2 2152 2156 2152
120 122 120 121 120 122 120 2 1269 276 2214
121 120 1744 1881 409 465 1775 43 576 575 577
121 120 122 120 122 2450 2359 2358 2360 2358 2
121 1760 677 1364 1365 1364 2124 2244 2 1704 1706
122 1798 1800 2451 2 1756 726 232 234 232 234
122 120 121 120 2 740 387 1873 741 740 387
122 120 2 281 2 330 2 291 292 291 293
123 852 2309 47 1586 2 2402 2404 2402 351 681
123 124 123 1722 1449 357 811 726 2400 1335 1334
123 2 1530 2 2214 1069 1201 815 1867 1868 2260
124 123 2 2478 445 2118 2479 2309 2310 1826 679
124 123 124 1051 1052 1051 1052 1051 785 784 1059
124 123 124 2168 1559 2075 1430 1439 2121 1923 1924
125 2 2218 2 1236 2 1486 2 1173 2 217
125 1601 653 654 1416 2 1486 2 823 824 823
125 2 462 2254 2123 276 1489 276 1489 2226 912
126 125 1179 1177 1179 300 302 300 1347 2329 701
126 630 422 1592 2 2425 2 1145 885 884 885
126 2251 2213 2211 2 2407 2363 2452 860 2452 2455
127 129 127 2 1841 1843 2430 2431 2460 573 664
127 2 1502 274 1449 2 892 896 892 895 892
127 2 160 2 1322 2 2385 84 1170 269 1482
128 1343 2 82 589 1216 393 2494 560 559 560
128 127 128 127 128 127 2 2252 2 1209 1211
128 1421 1422 1378 530 1342 413 1925 1775 1006 2
129 127 1210 1502 1210 1209 2 196 96 95 2
129 2088 2 2235 679 1136 30 1641 276 2161 2162
129 127 128 503 2 1572 1573 1572 2 2085 2
130 2 1110 2 337 2 1881 2 901 349 2508
130 348 762 2 1180 1181 1180 1181 1180 746 745
130 2 1605 2 970 2 1721 2048 407 2 1911
131 130 2 1882 2 1369 2 1079 1415 512 513
131 150 995 2400 2 1279 581 871 2 548 2291
131 2526 2297 1783 1701 2273 981 2295 1817 396 2
132 2 43 44 43 2 165 166 165 2 585
132 2 1249 349 2451 999 85 1478 1543 2 1930
132 71 650 2 1354 19 1681 19 2430 1749 811
133 1125 29 1144 1235 1675 2 590 592 590 593
133 1639 14 264 266 264 266 264 163 165 166
133 132 2 2141 2142 853 854 2493 854 2342 2280
134 2 960 2 2279 2281 1342 2 2355 1601 1600
134 135 134 2 103 2 1055 2 936 2 2527
134 2 1914 604 912 14 1506 276 1462 2 150
135 903 703 676 679 2171 679 1337 679 1827 1260
135 1644 2 641 642 641 642 641 642 2495 2
135 87 2 2532 996 994 2 946 2 1696 1035
136 1964 1965 627 2 569 2 2231 530 1421 410
136 1262 2 770 2 2516 2517 2352 2 156 604
136 277 1095 1940 1944 1940 1946 1940 1941 1940 1941
137 503 504 503 30 1918 460 2122 1246 1244 1246
137 134 2 1463 2 1038 1022 1020 2 2170 1683
137 134 19 365 366 55 2 2544 2 2044 1870
138 139 1797 854 572 573 515 1115 515 744 426
138 2 2347 2 1058 1059 784 785 1051 785 784
138 916 957 2 579 581 770 1475 1472 1408 2223
139 138 140 138 140 2006 1403 1401 30 543 2
139 138 2 1867 2 125 126 512 37 35 37
139 2433 2 1416 2 2114 2 2058 2 2292 540
140 2423 1280 1404 2 1173 580 2451 581 1394 2
140 138 140 138 139 138 1426 2104 2107 2104 2
140 138 798 796 2 887 2 775 2 680 70
141 2124 2244 2 1516 1518 1516 2 1038 940 1316
141 2 1036 19 658 675 674 2 1148 1149 1148
141 142 141 30 13 276 529 1422 1421 1422 1801
142 912 824 823 2148 2149 501 2149 2 1801 1802
142 198 136 134 137 134 2 2099 2 196 2
142 141 2 1027 71 492 71 974 70 2444 1441
143 1331 599 338 337 2 2425 2427 2425 2427 2425
143 2 300 2 481 483 481 2 2163 2167 2163
143 1406 700 348 531 2 2423 2212 2117 1813 1503
144 143 19 1920 679 676 2276 2225 2226 2414 2
144 1651 154 939 2 1301 1302 1301 792 578 1397
144 143 2 1955 1958 1955 2 1891 1892 352 1075
145 2 324 2 633 634 633 1118 1502 1211 1234
145 146 194 195 194 146 145 540 2283 726 1519
145 2213 1978 2 1650 438 1577 788 1051 2 1307
146 194 146 194 2 2519 2 3 2 2300 2301
146 1442 1999 107 299 267 2 1548 584 1654 2
146 1126 2276 2034 2 2451 602 2175 2 568 274
147 580 2088 2 2489 600 16 2 1677 854 1427
147 1879 1876 2 461 973 972 413 411 413 461
147 2 245 2 87 2 1332 2 1636 2 1462
148 147 679 1760 581 751 697 970 2 2099 844
148 147 2 1322 2 1841 1149 2130 2132 1991 1993
148 147 148 1489 1101 1835 1836 168 169 168 137
149 2494 540 2095 981 1916 1202 1580 2 1707 2
149 449 450 449 746 745 179 1374 2038 2035 2038
149 147 149 1801 2 1464 1466 967 1075 352 1263
150 2 696 697 957 2 1639 409 1686 2 1725
150 2 2400 2 727 2 1369 2 1061 1064 1675
150 92 89 92 89 256 255 2073 920 923 920
151 167 1888 975 977 975 2 583 2 671 981
151 150 1285 437 1344 1343 2 2337 744 1318 2
151 180 152 150 90 1298 2 1651 1327 941 2
152 150 2 2263 2264 313 2 706 707 2358 2
152 150 151 180 406 404 2 238 2 2243 2
152 150 92 150 92 920 921 1865 1431 1887 976
153 154 153 225 224 181 153 1069 2539 2128 2125
153 225 224 225 224 1828 2266 2 696 697 2047
153 154 494 30 1790 2045 2483 2 67 2 379
154 153 225 224 389 385 390 428 429 1633 1634
154 1094 2 1785 339 1310 2 529 517 515 2
154 1612 357 671 672 671 2 2446 1035 2013 1035
155 219 155 219 2 2171 2 1201 1203 1201 1202
155 470 243 2215 2 1428 2 598 401 175 2
155 153 2 1712 181 150 2 1681 19 901 2
156 2 2109 1734 1861 299 933 299 658 19 1681
156 157 927 1515 1513 2 2088 2239 2505 557 1445
156 157 466 339 2129 1734 2405 2110 2418 2406 905
157 156 2 2214 2 594 339 2325 339 572 2
157 156 59 1747 2 3 27 1898 349 969 614
157 156 157 459 573 1250 2 512 763 355 2
158 2 647 498 1608 2 1219 2 853 2 833
158 2 2140 1999 2140 606 605 741 1107 1111 1595
158 2 2215 2 222 2 264 2 1630 415 842
159 123 124 123 2 829 2 714 716 247 248
159 637 317 315 317 315 318 315 318 315 1524
159 158 2018 2016 2017 1247 2284 2089 2 261 263
160 162 160 162 160 2 492 71 1882 1754 1923
160 2 1034 2 789 790 789 792 789 2202 2387
160 162 160 162 160 726 1914 276 1735 2 868
161 160 2 1027 351 1382 349 1409 409 613 349
161 2429 517 1066 571 2451 2 2295 2 729 728
161 165 164 693 694 693 694 693 942 941 1302
162 160 164 1168 2 2047 574 1677 2 499 502
162 160 163 160 162 160 695 1176 59 2324 2
162 160 1235 277 2 859 2 1735 1738 1700 981
163 1725 1013 1437 2 1505 1074 2329 2330 2329 1406
163 160 163 160 163 160 304 238 237 238 2
163 160 1075 1073 2060 171 981 2175 981 1735 2
164 308 309 1413 1415 1413 233 232 233 780 454
164 693 695 2199 2512 2511 2513 2511 2201 2266 1245
164 160 163 160 1515 205 1976 1972 1974 1972 1976
165 161 160 162 2299 542 992 849 1313 848 1795
165 2468 2466 1999 1080 631 630 2 1207 1208 1207
165 164 160 161 1704 1706 436 2 775 2 2342
166 165 166 165 164 1616 2 653 654 1416 2
166 165 2 515 276 1570 1571 1615 1571 1615 1571
166 1054 351 1833 581 2049 2 650 2 1779 1782
167 413 1236 413 578 2 2122 1341 428 2 1674
167 1588 1587 91 2483 1261 2483 1261 1348 2 1471
167 2 1454 1455 1595 2398 743 644 150 151 180
168 5 310 2216 2294 1969 1911 2376 2375 2377 2375
168 169 964 966 964 966 964 679 313 314 2251
168 2 252 2 168 169 134 351 1807 2037 2035
169 198 136 134 136 168 136 706 2 1636 1118
169 198 170 198 2 360 2 515 516 515 2
169 1519 1520 391 1905 1901 2 1209 1211 1209 1210
170 168 2 190 2 1005 2 2478 2119 2180 1734
170 134 2 1110 2 550 2 1646 1648 1646 1647
170 2311 2 2407 2409 2407 2 2514 2 2125 1375
171 2 1681 19 376 1951 2465 2 1955 2 340
171 2374 217 2 1950 19 1896 1847 2080 2 2283
171 173 171 173 171 128 127 128 127 129 127
172 171 2 1570 1571 1570 1571 1615 1571 1615 399
172 171 1347 725 348 553 1233 1510 14 1510 1512
172 171 174 171 2 747 370 1188 1189 1188 2
173 171 172 171 86 2450 2 960 2 548 2
173 171 181 180 2 826 827 826 2 906 907
173 905 70 750 513 2243 540 1066 1067 1066 283
174 1078 474 624 473 2229 2230 486 2 946 2
174 171 1039 1681 286 2112 2 2299 2 416 2
174 1125 29 1585 1190 1188 2 723 2 954 410
175 146 145 195 2149 2 2091 2093 2275 2276 2275
175 4 751 2 82 2 1651 1653 1776 2 1384
175 2 1322 2 79 80 79 346 344 2 1136
176 175 2353 1930 1235 132 1706 1844 628 1136 29
176 175 176 539 383 548 2 107 108 107 2
176 175 2293 2423 2424 2251 1288 1733 1357 1355 1290
177 2 955 306 955 306 955 307 955 956 1011
177 2 1278 2409 686 2 325 2 1906 2 2135
177 378 377 19 1950 1951 2224 1403 2187 2190 2258
